Date,Open,High,Low,Close,Volume,NextM_Close
10/1/2004,3.273273,5.003754,3.225726,4.770771,10272433284,4.554054
11/1/2004,4.843594,5.045045,4.036787,4.554054,11092660236,4.824575
12/1/2004,4.553303,5.002002,4.215966,4.824575,5807878308,4.895395
1/1/2005,4.93994,5.137638,4.411662,4.895395,8198389404,4.704454
2/1/2005,4.864364,5.425425,4.52953,4.704454,13011367608,4.517267
3/1/2005,4.736987,4.751001,4.318569,4.517267,6871082040,5.505506
4/1/2005,4.548549,5.624124,4.500501,5.505506,9058576356,6.938689
5/1/2005,5.556807,6.966967,5.510761,6.938689,10140601248,7.361111
6/1/2005,7.087087,7.738989,6.692442,7.361111,15544507932,7.201201
7/1/2005,7.383383,7.952953,7.181932,7.201201,8189766036,7.157157
8/1/2005,7.21021,7.500501,6.840591,7.157157,5713157124,7.919419
9/1/2005,7.154905,8.031782,7.132132,7.919419,6799321872,9.312813
10/1/2005,7.848599,9.378128,7.274274,9.312813,7710781500,10.132883
11/1/2005,9.305806,10.791792,9.234484,10.132883,8458177356,10.381882
12/1/2005,10.24024,11.166416,9.985235,10.381882,7943316732,10.827327
1/1/2006,10.573574,11.88964,9.878378,10.827327,11949642396,9.074575
2/1/2006,9.735485,10.172673,8.454204,9.074575,11889099000,9.75976
3/1/2006,9.223223,9.984985,8.297047,9.75976,12258289440,10.458959
4/1/2006,9.747998,11.279279,9.707958,10.458959,7405167420,9.304805
5/1/2006,10.472222,10.496496,9.023273,9.304805,7030554408,10.493744
6/1/2006,9.347848,10.493744,9.299299,10.493744,5689528776,9.674675
7/1/2006,10.511512,10.707958,9.451702,9.674675,5095775124,9.472723
8/1/2006,9.637387,9.75976,9.093093,9.472723,4274601120,10.057558
9/1/2006,9.534284,10.477728,9.427427,10.057558,4857193944,11.921672
10/1/2006,10.057558,12.311311,9.964715,11.921672,6334219440,12.132382
11/1/2006,11.980981,12.837838,11.638138,12.132382,4732874388,11.523524
12/1/2006,12.161662,12.322322,11.31982,11.523524,3662901432,12.55005
1/1/2007,11.661662,12.837838,11.539289,12.55005,4978500516,11.247497
2/1/2007,12.662663,12.662913,11.087087,11.247497,4552007436,11.465465
3/1/2007,11.077828,11.661662,10.935936,11.465465,4719931344,11.796296
4/1/2007,11.455455,12.324825,11.314314,11.796296,3714621660,12.46021
5/1/2007,11.816567,12.732232,11.446697,12.46021,3979284732,13.080581
6/1/2007,12.537538,13.388138,12.452202,13.080581,5156774064,12.762763
7/1/2007,13.1504,13.978478,12.484484,12.762763,4660566768,12.894144
8/1/2007,12.775275,13.183684,12.023524,12.894144,3544479972,14.195946
9/1/2007,12.888388,14.309059,12.784785,14.195946,2773775448,17.692694
10/1/2007,14.263514,17.692694,14.254505,17.692694,6211821960,17.342342
11/1/2007,17.587337,18.699699,15.415916,17.342342,6852148992,17.304304
12/1/2007,17.292543,18.138138,16.328829,17.304304,3409151436,14.121622
1/1/2008,17.339088,17.451702,12.987988,14.121622,6305264424,11.791291
2/1/2008,13.22998,13.53954,11.182432,11.791291,7080332580,11.022773
3/1/2008,11.79955,11.82983,10.313063,11.022773,5818795380,14.371622
4/1/2008,11.204705,14.636136,11.036036,14.371622,5716066212,14.65966
5/1/2008,14.472222,15.076326,13.458709,14.65966,4181126688,13.173674
6/1/2008,14.577077,14.715716,12.89014,13.173674,3747632616,11.855606
7/1/2008,13.002503,13.905906,11.651652,11.855606,4159276560,11.593844
8/1/2008,11.824575,12.779279,11.559059,11.593844,2749823424,10.023023
9/1/2008,11.931181,12.066567,9.527277,10.023023,5357776860,8.992993
10/1/2008,10.289039,10.434935,7.743744,8.992993,7963852176,7.331331
11/1/2008,8.948448,9.318318,6.188689,7.331331,6314998680,7.698949
12/1/2008,7.174174,8.245746,6.571071,7.698949,4515775704,8.471722
1/1/2009,7.722723,8.817067,7.075826,8.471722,4390872732,8.458208
2/1/2009,8.365616,9.534535,8.246997,8.458208,4458948588,8.71021
3/1/2009,8.341592,8.987988,7.243493,8.71021,4554452988,9.909159
4/1/2009,8.603103,10.103854,8.523774,9.909159,3509802684,10.441191
5/1/2009,9.885636,10.441191,9.626877,10.441191,2279130588,10.5503
6/1/2009,10.478729,11.194695,10.057307,10.5503,2815621560,11.087337
7/1/2009,10.615616,11.328829,9.909409,11.087337,2917767312,11.553303
8/1/2009,11.22973,11.870621,10.974975,11.553303,1947594456,12.408659
9/1/2009,11.503504,12.687688,11.326076,12.408659,2041140816,13.416416
10/1/2009,12.337337,14.055055,12.077077,13.416416,3083893020,14.58959
11/1/2009,13.44044,14.691191,13.219219,14.58959,1634611752,15.515015
12/1/2009,14.717968,15.665415,14.493994,15.515015,1703107188,13.261762
1/1/2010,15.689439,15.753504,13.153403,13.261762,3560455980,13.183183
2/1/2010,13.378378,13.701201,13.013013,13.183183,2079290628,14.192192
3/1/2010,13.243243,14.721722,13.206707,14.192192,3347637012,13.155656
4/1/2010,14.298048,14.960961,13.038789,13.155656,2919517560,12.152903
5/1/2010,13.175676,13.336336,11.511512,12.152903,3259185552,11.134885
6/1/2010,12.022773,12.743994,11.129129,11.134885,2392133472,12.133383
7/1/2010,11.143393,12.44995,10.851602,12.133383,2769627600,11.261762
8/1/2010,12.236987,12.727728,11.202452,11.261762,2112093792,13.157908
9/1/2010,11.385886,13.434685,11.323824,13.157908,2385651960,15.357858
10/1/2010,13.263263,15.634134,12.984234,15.357858,3170742084,13.906657
11/1/2010,15.408659,15.787037,13.846597,13.906657,2335338324,14.864114
12/1/2010,14.089089,15.19019,14.074074,14.864114,1689716592,15.024024
1/1/2011,14.926927,16.09009,14.903654,15.024024,2396976624,15.35035
2/1/2011,15.127377,15.795295,15.048799,15.35035,1673085240,14.683684
3/1/2011,15.45996,15.495996,13.795796,14.683684,2403154440,13.616116
4/1/2011,14.733734,14.894645,12.987988,13.616116,2806858332,13.238739
5/1/2011,13.656156,13.656907,12.847848,13.238739,1811302884,12.672172
6/1/2011,13.214214,13.343343,11.837337,12.672172,2362638996,15.107357
7/1/2011,12.681181,15.703203,12.672172,15.107357,3238977780,13.537538
8/1/2011,15.295796,15.402903,12.283784,13.537538,4266752976,12.888889
9/1/2011,13.532282,13.976977,12.775275,12.888889,2342842812,14.830831
10/1/2011,12.759009,15.082583,12.027027,14.830831,3085531380,14.99975
11/1/2011,14.517017,15.472973,14.047297,14.99975,2409607980,16.163664
12/1/2011,15.015015,16.185184,14.98999,16.163664,2199698100,14.517267
1/1/2012,16.33984,16.773024,14.127878,14.517267,2942758296,15.471722
2/1/2012,14.638138,15.655656,14.492993,15.471722,1892689416,16.047047
3/1/2012,15.572072,16.481232,14.860861,16.047047,1891314792,15.136386
4/1/2012,16.035286,16.344845,14.76977,15.136386,2352752892,14.536036
5/1/2012,15.10986,15.962212,14.489489,14.536036,2344585068,14.516266
6/1/2012,14.309059,14.711962,13.926927,14.516266,1858311828,15.84009
7/1/2012,14.56006,16.081081,14.066316,15.84009,2049412536,17.144394
8/1/2012,15.948448,17.241993,15.600851,17.144394,1880649468,18.88138
9/1/2012,17.13088,19.141392,16.854355,18.88138,2404696896,17.024525
10/1/2012,18.995245,19.37888,16.759258,17.024525,2869080048,17.476727
11/1/2012,17.004505,17.497997,15.915916,17.476727,1865300832,17.702202
12/1/2012,17.573574,18.245747,17.075325,17.702202,1666152180,18.911161
1/1/2013,18.003504,19.042793,17.405405,18.911161,2094111792,20.050051
2/1/2013,18.973974,20.244493,18.971472,20.050051,1851762384,19.874624
3/1/2013,19.964966,21.12112,19.852352,19.874624,1700254044,20.634886
4/1/2013,19.895145,20.711712,19.05055,20.634886,2139945912,21.802301
5/1/2013,20.602102,23.038038,20.429428,21.802301,1974715308,22.031281
6/1/2013,21.846848,22.793795,21.201702,22.031281,1941280776,22.215965
7/1/2013,22.183434,23.223223,21.912163,22.215965,2047770180,21.193693
8/1/2013,22.397396,22.765516,21.16016,21.193693,1338144516,21.91967
9/1/2013,21.380381,22.672422,21.370119,21.91967,1323615060,25.790291
10/1/2013,22.028278,26.064064,21.095596,25.790291,2206771020,26.516266
11/1/2013,25.820572,26.726727,25.15015,26.516266,1049213736,28.045795
12/1/2013,26.614365,28.053053,26.251753,28.045795,1352374272,29.553804
1/1/2014,27.914413,29.693193,27.083834,29.553804,2178287532,30.421673
2/1/2014,29.50951,30.752752,28.228729,30.421673,1620230148,27.89064
3/1/2014,30.19895,30.705456,27.58008,27.89064,1744505748,26.743999
4/1/2014,28.034784,29.415001,25.549999,26.743999,1421285316,28.5825
5/1/2014,26.7125,28.882999,25.554501,28.5825,829136000,29.2335
6/1/2014,28.487499,29.48,27.373501,29.2335,789784000,28.977501
7/1/2014,29.3825,30.445499,28.605,28.977501,771666000,29.118
8/1/2014,28.9275,29.890499,28.372499,29.118,581574000,29.4205
9/1/2014,29.147499,30.27,28.8505,29.4205,708502000,28.393499
10/1/2014,29.34,29.620001,25.9205,28.393499,1109632000,27.454
11/1/2014,28.1765,28.3575,26.959499,27.454,595410000,26.533001
12/1/2014,27.254499,27.439501,24.859501,26.533001,1088686000,26.877501
1/1/2015,26.629999,27.2705,24.5455,26.877501,1056926000,28.1315
2/1/2015,26.716,28.471001,26.086,28.1315,808386000,27.735001
3/1/2015,28.35,29.16,27.5165,27.735001,864144000,27.438499
4/1/2015,27.741501,29.235001,26.450001,27.438499,874900000,27.266001
5/1/2015,27.525499,27.912001,26.612,27.266001,648434000,27.002001
6/1/2015,27.436501,28.2805,26.942499,27.002001,704328000,32.875
7/1/2015,27.183001,35.6665,26.988001,32.875,1370858000,32.390999
8/1/2015,32.882999,35.200001,29.654499,32.390999,1106942000,31.918501
9/1/2015,31.6905,34.099499,30.892,31.918501,871504000,36.869499
10/1/2015,31.896999,37.625,31.556,36.869499,1005286000,38.142502
11/1/2015,36.726501,39.145,36.572498,38.142502,751482000,38.900501
12/1/2015,38.347,39.934502,36.813,38.900501,872694000,38.067501
1/1/2016,38.110001,38.459999,34.389,38.067501,1039984000,35.861
2/1/2016,38.563,40.517502,34.100498,35.861,1352946000,38.145
3/1/2016,36.064999,38.865501,35.200001,38.145,853314000,35.394001
4/1/2016,37.858002,39.547501,35.16,35.394001,933228000,37.442501
5/1/2016,35.596001,37.674,35.202499,37.442501,682046000,35.176498
6/1/2016,37.4235,37.568501,33.632999,35.176498,839330000,39.567001
7/1/2016,35.255001,40.196999,34.950001,39.567001,653244000,39.4925
8/1/2016,39.3335,40.694,39.251999,39.4925,577080000,40.202999
9/1/2016,39.598999,40.952999,39.174999,40.202999,630896000,40.494999
10/1/2016,40.127499,41.950001,39.811501,40.494999,707820000,38.793999
11/1/2016,40.543499,40.801998,37.179501,38.793999,967068000,39.622501
12/1/2016,38.927502,41.215,37.667999,39.622501,687126000,41.009499
1/1/2017,40.030998,43.349998,39.844501,41.009499,736654000,42.246498
2/1/2017,41.200001,42.689499,40.602501,42.246498,529816000,42.389999
3/1/2017,42.569,43.721001,41.215,42.389999,691002000,46.226002
4/1/2017,42.4375,46.794998,41.73,46.226002,574432000,49.3545
5/1/2017,46.2075,49.98,46.040001,49.3545,707186000,46.484001
6/1/2017,49.548,50.4305,46.48,46.484001,881706000,47.275002
7/1/2017,46.660999,50.309502,45.765499,47.275002,838172000,47.762001
8/1/2017,47.390499,47.860001,45.93,47.762001,656924000,48.686001
9/1/2017,47.873501,48.790501,46.225498,48.686001,592524000,51.652
10/1/2017,48.782501,53.181,48.0975,51.652,737076000,51.808498
11/1/2017,51.816002,54,51.432999,51.808498,573720000,52.669998
12/1/2017,51.5205,54.324501,50.116001,52.669998,598810000,59.111
1/1/2018,52.651001,59.900002,52.651001,59.111,657748000,55.195999
2/1/2018,58.7995,59.372501,49.849998,55.195999,1026814000,51.856998
3/1/2018,55.477001,58.908001,49.200001,51.856998,1042336000,50.929001
4/1/2018,51.381001,54.8755,49.712502,50.929001,984928000,55
5/1/2018,50.814999,55.907501,50.394501,55,740734000,56.459499
6/1/2018,55.643501,60.074501,55.303501,56.459499,803684000,61.361
7/1/2018,55.767502,64.571999,55.330002,61.361,835654000,61.59
8/1/2018,61.955502,63.598,60.200001,61.59,685718000,60.354
9/1/2018,61.125999,61.393501,57.575001,60.354,718518000,54.528999
10/1/2018,60.650002,61.226002,50.360001,54.528999,1130942000,55.482498
11/1/2018,54.57,55.496498,50.1105,55.482498,786236000,52.248001
12/1/2018,56.608002,56.75,48.882999,52.248001,857436000,56.294498
1/1/2019,51.360001,56.383499,51.1185,56.294498,697168000,56.327499
2/1/2019,56.114498,57.700001,54.679501,56.327499,652174000,58.844501
3/1/2019,56.549999,61.821999,56.509998,58.844501,663738000,59.948002
4/1/2019,59.376999,64.848503,59.150002,59.948002,647446000,55.325001
5/1/2019,59.875,59.962502,55.1675,55.325001,742726000,54.139999
6/1/2019,53.3465,56.328499,51.351501,54.139999,712452000,60.91
7/1/2019,55.051998,63.419498,54.766499,60.91,715104000,59.526501
8/1/2019,60.8815,61.814999,57.137501,59.526501,586310000,61.056999
9/1/2019,59.092499,62.401001,58.185501,61.056999,517072000,62.939999
10/1/2019,61.1245,64.961998,58.157001,62.939999,603634000,65.204498
11/1/2019,63.290001,66.695999,62.9855,65.204498,528780000,66.969498
12/1/2019,65.127998,68.352501,63.852501,66.969498,559106000,71.639
1/1/2020,67.420502,75.028999,67.324501,71.639,673594000,66.962502
2/1/2020,73.082497,76.537003,63.4105,66.962502,830656000,58.0975
3/1/2020,67.569504,70.4095,50.443501,58.0975,1570716000,67.334999
4/1/2020,56.200001,68.0075,53.754002,67.334999,1124224000,71.676003
5/1/2020,66.204498,72.255501,64.800499,71.676003,725130000,70.902496
6/1/2020,71.285004,73.789497,67.582497,70.902496,814160000,74.397499
7/1/2020,70.958504,79.352501,70.709,74.397499,822998000,81.476501
8/1/2020,74.550003,82.639503,73.2015,81.476501,614564000,73.279999
9/1/2020,81.608002,86.305,70.107498,73.279999,836634000,80.805496
10/1/2020,74.182999,84.066002,71.661499,80.805496,854920000,87.720001
11/1/2020,81.177002,90.844498,80.605499,87.720001,631912000,87.632004
12/1/2020,88.333,92.191498,84.699997,87.632004,608630000,91.367996
1/1/2021,88,96.603996,84.805,91.367996,791662000,101.095497
2/1/2021,92.2295,107.257004,92.2295,101.095497,678324000,103.125999
3/1/2021,102.400002,105.686996,99.699997,103.125999,756694000,117.675003
4/1/2021,104.612503,121.569,104.571503,117.675003,702352000,117.842499
5/1/2021,118.245499,119.452499,109.681,117.842499,603480000,122.0895
6/1/2021,118.722,123.095497,116.475998,122.0895,544936000,134.726501
7/1/2021,121.724998,138.296997,121.531502,134.726501,610808000,144.697495
8/1/2021,135.117004,145.970505,133.319504,144.697495,461586000,133.675995
9/1/2021,145,146.253998,133.556,133.675995,590840000,148.046005
10/1/2021,134.447495,148.649994,131.050003,148.046005,720758000,141.897507
11/1/2021,148.046005,150.966507,141.601501,141.897507,608378000,144.852005
12/1/2021,144,149.100006,139.320999,144.852005,619694000,135.303497
1/1/2022,145.054993,146.485001,124.5,135.303497,767206000,135.057007
2/1/2022,137.594498,151.546494,124.953499,135.057007,928126000,139.067505
3/1/2022,134.878494,143.793503,125.275002,139.067505,729162000,114.109497
4/1/2022,139.5,143.712006,112.736504,114.109497,761152000,113.762001
5/1/2022,113.404999,122.8545,101.884499,113.762001,850450000,108.962997
6/1/2022,114.855003,119.347,105.045998,108.962997,770754000,116.32
7/1/2022,107.932999,119.684998,104.07,116.32,789529700,116.629997
